year,state,county_name,candidate,candidatevotes,rn
2008,MISSISSIPPI,WILKINSON,BARACK OBAMA,3534,1
2008,GEORGIA,WILKINSON,JOHN MCCAIN,2349,2
2012,MISSISSIPPI,WILKINSON,BARACK OBAMA,3412,1
2012,GEORGIA,WILKINSON,MITT ROMNEY,2246,2
2016,MISSISSIPPI,WILKINSON,HILLARY CLINTON,2857,1
2016,GEORGIA,WILKINSON,DONALD TRUMP,2333,2
2020,MISSISSIPPI,WILKINSON,JOSEPH R BIDEN JR,2749,1
2020,MISSISSIPPI,WILKINSON,DONALD J TRUMP,1324,2
2000,ILLINOIS,WILL,GEORGE W. BUSH,95828,1
2000,ILLINOIS,WILL,AL GORE,90902,2
2004,ILLINOIS,WILL,GEORGE W. BUSH,129098,1
2004,ILLINOIS,WILL,JOHN KERRY,115625,2
2008,ILLINOIS,WILL,BARACK OBAMA,160406,1
2008,ILLINOIS,WILL,JOHN MCCAIN,122597,2
2012,ILLINOIS,WILL,BARACK OBAMA,144229,1
2012,ILLINOIS,WILL,MITT ROMNEY,128969,2
2016,ILLINOIS,WILL,HILLARY CLINTON,151927,1
2016,ILLINOIS,WILL,DONALD TRUMP,132720,2
2020,ILLINOIS,WILL,JOSEPH R BIDEN JR,183915,1
2020,ILLINOIS,WILL,DONALD J TRUMP,155116,2
2000,TEXAS,WILLACY,AL GORE,3218,1
2000,TEXAS,WILLACY,GEORGE W. BUSH,1789,2
2004,TEXAS,WILLACY,JOHN KERRY,2734,1
2004,TEXAS,WILLACY,GEORGE W. BUSH,2209,2
2008,TEXAS,WILLACY,BARACK OBAMA,3409,1
2008,TEXAS,WILLACY,JOHN MCCAIN,1456,2
2012,TEXAS,WILLACY,BARACK OBAMA,3600,1
2012,TEXAS,WILLACY,MITT ROMNEY,1416,2
2016,TEXAS,WILLACY,HILLARY CLINTON,3422,1
2016,TEXAS,WILLACY,DONALD TRUMP,1547,2
2020,TEXAS,WILLACY,JOSEPH R BIDEN JR,3108,1
2020,TEXAS,WILLACY,DONALD J TRUMP,2441,2
2000,OHIO,WILLIAMS,GEORGE W. BUSH,9941,1
2000,OHIO,WILLIAMS,AL GORE,5454,2
2004,OHIO,WILLIAMS,GEORGE W. BUSH,12040,1
2004,OHIO,WILLIAMS,JOHN KERRY,6481,2
2008,OHIO,WILLIAMS,JOHN MCCAIN,9880,1
2008,OHIO,WILLIAMS,BARACK OBAMA,8174,2
2012,OHIO,WILLIAMS,MITT ROMNEY,10047,1
2012,OHIO,WILLIAMS,BARACK OBAMA,7266,2
2016,OHIO,WILLIAMS,DONALD TRUMP,11939,1
2016,NORTH DAKOTA,WILLIAMS,DONALD TRUMP,10069,2
2020,OHIO,WILLIAMS,DONALD J TRUMP,13452,1
2020,NORTH DAKOTA,WILLIAMS,DONALD J TRUMP,11739,2
2000,SOUTH CAROLINA,WILLIAMSBURG,AL GORE,6723,1
2000,SOUTH CAROLINA,WILLIAMSBURG,GEORGE W. BUSH,4524,2
2004,SOUTH CAROLINA,WILLIAMSBURG,JOHN KERRY,9044,1
2004,SOUTH CAROLINA,WILLIAMSBURG,GEORGE W. BUSH,4795,2
2008,SOUTH CAROLINA,WILLIAMSBURG,BARACK OBAMA,11279,1
2008,SOUTH CAROLINA,WILLIAMSBURG,JOHN MCCAIN,5004,2
2012,SOUTH CAROLINA,WILLIAMSBURG,BARACK OBAMA,11335,1
2012,VIRGINIA,WILLIAMSBURG,BARACK OBAMA,4903,2
2016,SOUTH CAROLINA,WILLIAMSBURG,HILLARY CLINTON,9953,1
2016,VIRGINIA,WILLIAMSBURG,HILLARY CLINTON,5206,2
2020,SOUTH CAROLINA,WILLIAMSBURG,JOSEPH R BIDEN JR,5402,1
2020,SOUTH CAROLINA,WILLIAMSBURG,JOSEPH R BIDEN JR,3293,2
2020,VIRGINIA,WILLIAMSBURG CITY,JOSEPH R BIDEN JR,4035,1
2020,VIRGINIA,WILLIAMSBURG CITY,DONALD J TRUMP,1341,2
2000,TEXAS,WILLIAMSON,GEORGE W. BUSH,65041,1
2000,TENNESSEE,WILLIAMSON,GEORGE W. BUSH,38901,2
2004,TEXAS,WILLIAMSON,GEORGE W. BUSH,83284,1
2004,TENNESSEE,WILLIAMSON,GEORGE W. BUSH,57409,2
2008,TEXAS,WILLIAMSON,JOHN MCCAIN,88323,1
2008,TEXAS,WILLIAMSON,BARACK OBAMA,67691,2
2012,TEXAS,WILLIAMSON,MITT ROMNEY,97006,1
2012,TENNESSEE,WILLIAMSON,MITT ROMNEY,69850,2
2016,TEXAS,WILLIAMSON,DONALD TRUMP,104175,1
2016,TEXAS,WILLIAMSON,HILLARY CLINTON,84468,2
2020,TEXAS,WILLIAMSON,JOSEPH R BIDEN JR,143795,1
2020,TEXAS,WILLIAMSON,DONALD J TRUMP,139729,2
2000,TENNESSEE,WILSON,GEORGE W. BUSH,18844,1
2000,TENNESSEE,WILSON,AL GORE,16561,2
2004,TENNESSEE,WILSON,GEORGE W. BUSH,28896,1
2004,NORTH CAROLINA,WILSON,GEORGE W. BUSH,16264,2
2008,TENNESSEE,WILSON,JOHN MCCAIN,34595,1
2008,NORTH CAROLINA,WILSON,BARACK OBAMA,19652,2
2012,TENNESSEE,WILSON,MITT ROMNEY,36109,1
2012,NORTH CAROLINA,WILSON,BARACK OBAMA,20875,2
2016,TENNESSEE,WILSON,DONALD TRUMP,39406,1
2016,NORTH CAROLINA,WILSON,HILLARY CLINTON,19663,2
2020,TENNESSEE,WILSON,DONALD J TRUMP,50296,1
2020,TENNESSEE,WILSON,JOSEPH R BIDEN JR,22254,2
2000,VIRGINIA,WINCHESTER,GEORGE W. BUSH,4314,1
2000,VIRGINIA,WINCHESTER,AL GORE,3318,2
2004,VIRGINIA,WINCHESTER,GEORGE W. BUSH,5283,1
2004,VIRGINIA,WINCHESTER,JOHN KERRY,3967,2
2008,VIRGINIA,WINCHESTER,BARACK OBAMA,5268,1
2008,VIRGINIA,WINCHESTER,JOHN MCCAIN,4725,2
2012,VIRGINIA,WINCHESTER,BARACK OBAMA,5094,1
2012,VIRGINIA,WINCHESTER,MITT ROMNEY,4946,2
2016,VIRGINIA,WINCHESTER,HILLARY CLINTON,5164,1
2016,VIRGINIA,WINCHESTER,DONALD TRUMP,4790,2
2020,VIRGINIA,WINCHESTER CITY,JOSEPH R BIDEN JR,5093,1
2020,VIRGINIA,WINCHESTER CITY,DONALD J TRUMP,2825,2
2000,CONNECTICUT,WINDHAM,AL GORE,24023,1
2000,CONNECTICUT,WINDHAM,GEORGE W. BUSH,16708,2
2004,CONNECTICUT,WINDHAM,JOHN KERRY,25477,1
2004,CONNECTICUT,WINDHAM,GEORGE W. BUSH,22324,2
2008,CONNECTICUT,WINDHAM,BARACK OBAMA,34133,1
2008,CONNECTICUT,WINDHAM,JOHN MCCAIN,21210,2
2012,CONNECTICUT,WINDHAM,BARACK OBAMA,25957,1
2012,CONNECTICUT,WINDHAM,MITT ROMNEY,19768,2
2016,CONNECTICUT,WINDHAM,DONALD TRUMP,25747,1
2016,CONNECTICUT,WINDHAM,HILLARY CLINTON,21792,2
2020,CONNECTICUT,WINDHAM,DONALD J TRUMP,29141,1
2020,CONNECTICUT,WINDHAM,JOSEPH R BIDEN JR,26706,2
2000,VERMONT,WINDSOR,AL GORE,15140,1
2000,VERMONT,WINDSOR,GEORGE W. BUSH,11713,2
2004,VERMONT,WINDSOR,JOHN KERRY,18561,1
2004,VERMONT,WINDSOR,GEORGE W. BUSH,11491,2
2008,VERMONT,WINDSOR,BARACK OBAMA,21444,1
2008,VERMONT,WINDSOR,JOHN MCCAIN,9084,2
2012,VERMONT,WINDSOR,BARACK OBAMA,19494,1
2012,VERMONT,WINDSOR,MITT ROMNEY,8598,2
2016,VERMONT,WINDSOR,HILLARY CLINTON,17556,1
2016,VERMONT,WINDSOR,DONALD TRUMP,8605,2
2020,VERMONT,WINDSOR,JOSEPH R BIDEN JR,24779,1
2020,VERMONT,WINDSOR,DONALD J TRUMP,10135,2
2000,TEXAS,WINKLER,GEORGE W. BUSH,1468,1
2000,TEXAS,WINKLER,AL GORE,556,2
2004,TEXAS,WINKLER,GEORGE W. BUSH,1604,1
2004,TEXAS,WINKLER,JOHN KERRY,391,2
2008,TEXAS,WINKLER,JOHN MCCAIN,1529,1
2008,TEXAS,WINKLER,BARACK OBAMA,477,2
2012,TEXAS,WINKLER,MITT ROMNEY,1311,1
2012,TEXAS,WINKLER,BARACK OBAMA,398,2
2016,TEXAS,WINKLER,DONALD TRUMP,1403,1
2016,TEXAS,WINKLER,HILLARY CLINTON,420,2
2020,TEXAS,WINKLER,DONALD J TRUMP,1753,1
2020,TEXAS,WINKLER,JOSEPH R BIDEN JR,358,2
2000,LOUISIANA,WINN,GEORGE W. BUSH,4028,1
2000,LOUISIANA,WINN,AL GORE,2167,2
2004,LOUISIANA,WINN,GEORGE W. BUSH,4366,1
2004,LOUISIANA,WINN,JOHN KERRY,2056,2
2008,LOUISIANA,WINN,JOHN MCCAIN,4632,1
2008,LOUISIANA,WINN,BARACK OBAMA,2047,2
2012,LOUISIANA,WINN,MITT ROMNEY,4541,1
2012,LOUISIANA,WINN,BARACK OBAMA,1919,2
2016,LOUISIANA,WINN,DONALD TRUMP,4608,1
2016,LOUISIANA,WINN,HILLARY CLINTON,1644,2
2020,LOUISIANA,WINN,DONALD J TRUMP,4619,1
2020,LOUISIANA,WINN,JOSEPH R BIDEN JR,1543,2
2000,ILLINOIS,WINNEBAGO,GEORGE W. BUSH,53816,1
2000,ILLINOIS,WINNEBAGO,AL GORE,51981,2
2004,ILLINOIS,WINNEBAGO,GEORGE W. BUSH,60782,1
2004,ILLINOIS,WINNEBAGO,JOHN KERRY,59740,2
2008,ILLINOIS,WINNEBAGO,BARACK OBAMA,70034,1
2008,ILLINOIS,WINNEBAGO,JOHN MCCAIN,53886,2
2012,ILLINOIS,WINNEBAGO,BARACK OBAMA,61732,1
2012,ILLINOIS,WINNEBAGO,MITT ROMNEY,55138,2
2016,ILLINOIS,WINNEBAGO,HILLARY CLINTON,55713,1
2016,ILLINOIS,WINNEBAGO,DONALD TRUMP,55624,2
2020,ILLINOIS,WINNEBAGO,JOSEPH R BIDEN JR,64056,1
2020,ILLINOIS,WINNEBAGO,DONALD J TRUMP,60861,2
2000,IOWA,WINNESHIEK,GEORGE W. BUSH,4647,1
2000,IOWA,WINNESHIEK,AL GORE,4339,2
2004,IOWA,WINNESHIEK,JOHN KERRY,5354,1
2004,IOWA,WINNESHIEK,GEORGE W. BUSH,5324,2
2008,IOWA,WINNESHIEK,BARACK OBAMA,6829,1
2008,IOWA,WINNESHIEK,JOHN MCCAIN,4273,2
2012,IOWA,WINNESHIEK,BARACK OBAMA,6256,1
2012,IOWA,WINNESHIEK,MITT ROMNEY,4622,2
2016,IOWA,WINNESHIEK,DONALD TRUMP,5344,1
2016,IOWA,WINNESHIEK,HILLARY CLINTON,5254,2
2020,IOWA,WINNESHIEK,JOSEPH R BIDEN JR,4862,1
2020,IOWA,WINNESHIEK,DONALD J TRUMP,3801,2
2000,MINNESOTA,WINONA,AL GORE,11069,1
2000,MINNESOTA,WINONA,GEORGE W. BUSH,10773,2
2004,MINNESOTA,WINONA,JOHN KERRY,14231,1
2004,MINNESOTA,WINONA,GEORGE W. BUSH,12686,2
2008,MINNESOTA,WINONA,BARACK OBAMA,16308,1
2008,MINNESOTA,WINONA,JOHN MCCAIN,10975,2
2012,MINNESOTA,WINONA,BARACK OBAMA,14980,1
2012,MINNESOTA,WINONA,MITT ROMNEY,11480,2
2016,MINNESOTA,WINONA,DONALD TRUMP,12122,1
2016,MINNESOTA,WINONA,HILLARY CLINTON,11366,2
2020,MINNESOTA,WINONA,JOSEPH R BIDEN JR,13333,1
2020,MINNESOTA,WINONA,DONALD J TRUMP,13227,2
2000,ALABAMA,WINSTON,GEORGE W. BUSH,6413,1
2000,MISSISSIPPI,WINSTON,GEORGE W. BUSH,4645,2
2004,ALABAMA,WINSTON,GEORGE W. BUSH,8130,1
2004,MISSISSIPPI,WINSTON,GEORGE W. BUSH,5375,2
2008,ALABAMA,WINSTON,JOHN MCCAIN,8103,1
2008,MISSISSIPPI,WINSTON,JOHN MCCAIN,5497,2
2012,ALABAMA,WINSTON,MITT ROMNEY,8312,1
2012,MISSISSIPPI,WINSTON,MITT ROMNEY,5168,2
2016,ALABAMA,WINSTON,DONALD TRUMP,9228,1
2016,MISSISSIPPI,WINSTON,DONALD TRUMP,4910,2
2020,ALABAMA,WINSTON,DONALD J TRUMP,10195,1
2020,MISSISSIPPI,WINSTON,DONALD J TRUMP,5112,2
2000,WEST VIRGINIA,WIRT,GEORGE W. BUSH,1518,1
2000,WEST VIRGINIA,WIRT,AL GORE,818,2
2004,WEST VIRGINIA,WIRT,GEORGE W. BUSH,1727,1
2004,WEST VIRGINIA,WIRT,JOHN KERRY,896,2
2008,WEST VIRGINIA,WIRT,JOHN MCCAIN,1496,1
2008,WEST VIRGINIA,WIRT,BARACK OBAMA,782,2
2012,WEST VIRGINIA,WIRT,MITT ROMNEY,1427,1
2012,WEST VIRGINIA,WIRT,BARACK OBAMA,676,2
2016,WEST VIRGINIA,WIRT,DONALD TRUMP,1911,1
2016,WEST VIRGINIA,WIRT,HILLARY CLINTON,386,2
2020,WEST VIRGINIA,WIRT,DONALD J TRUMP,2134,1
2020,WEST VIRGINIA,WIRT,JOSEPH R BIDEN JR,466,2
2000,TEXAS,WISE,GEORGE W. BUSH,11234,1
2000,VIRGINIA,WISE,GEORGE W. BUSH,6504,2
2004,TEXAS,WISE,GEORGE W. BUSH,15177,1
2004,VIRGINIA,WISE,GEORGE W. BUSH,8330,2
2008,TEXAS,WISE,JOHN MCCAIN,15973,1
2008,VIRGINIA,WISE,JOHN MCCAIN,8914,2
2012,TEXAS,WISE,MITT ROMNEY,17207,1
2012,VIRGINIA,WISE,MITT ROMNEY,11076,2
2016,TEXAS,WISE,DONALD TRUMP,20670,1
2016,VIRGINIA,WISE,DONALD TRUMP,12086,2
2020,TEXAS,WISE,DONALD J TRUMP,27032,1
2020,VIRGINIA,WISE,DONALD J TRUMP,6984,2
2000,KENTUCKY,WOLFE,GEORGE W. BUSH,1267,1
2000,KENTUCKY,WOLFE,AL GORE,1136,2
2004,KENTUCKY,WOLFE,JOHN KERRY,1744,1
2004,KENTUCKY,WOLFE,GEORGE W. BUSH,1385,2
2008,KENTUCKY,WOLFE,BARACK OBAMA,1493,1
2008,KENTUCKY,WOLFE,JOHN MCCAIN,1408,2
2012,KENTUCKY,WOLFE,MITT ROMNEY,1542,1
2012,KENTUCKY,WOLFE,BARACK OBAMA,976,2
2016,KENTUCKY,WOLFE,DONALD TRUMP,1804,1
2016,KENTUCKY,WOLFE,HILLARY CLINTON,753,2
2020,KENTUCKY,WOLFE,DONALD J TRUMP,2097,1
2020,KENTUCKY,WOLFE,JOSEPH R BIDEN JR,839,2
2000,OHIO,WOOD,GEORGE W. BUSH,27504,1
2000,OHIO,WOOD,AL GORE,22687,2
2004,OHIO,WOOD,GEORGE W. BUSH,33592,1
2004,OHIO,WOOD,JOHN KERRY,29401,2
2008,OHIO,WOOD,BARACK OBAMA,34285,1
2008,OHIO,WOOD,JOHN MCCAIN,29648,2
2012,OHIO,WOOD,BARACK OBAMA,32802,1
2012,OHIO,WOOD,MITT ROMNEY,29704,2
2016,OHIO,WOOD,DONALD TRUMP,32498,1
2016,OHIO,WOOD,HILLARY CLINTON,27318,2
2020,OHIO,WOOD,DONALD J TRUMP,35757,1
2020,OHIO,WOOD,JOSEPH R BIDEN JR,30617,2
2000,IOWA,WOODBURY,GEORGE W. BUSH,18864,1
2000,IOWA,WOODBURY,AL GORE,17691,2
2004,IOWA,WOODBURY,GEORGE W. BUSH,22451,1
2004,IOWA,WOODBURY,JOHN KERRY,21455,2
2008,IOWA,WOODBURY,JOHN MCCAIN,22219,1
2008,IOWA,WOODBURY,BARACK OBAMA,21983,2
2012,IOWA,WOODBURY,BARACK OBAMA,22302,1
2012,IOWA,WOODBURY,MITT ROMNEY,21841,2
2016,IOWA,WOODBURY,DONALD TRUMP,24727,1
2016,IOWA,WOODBURY,HILLARY CLINTON,16210,2
2020,IOWA,WOODBURY,JOSEPH R BIDEN JR,13797,1
2020,IOWA,WOODBURY,DONALD J TRUMP,13356,2
2000,ILLINOIS,WOODFORD,GEORGE W. BUSH,10905,1
2000,KENTUCKY,WOODFORD,GEORGE W. BUSH,5890,2
2004,ILLINOIS,WOODFORD,GEORGE W. BUSH,12698,1
2004,KENTUCKY,WOODFORD,GEORGE W. BUSH,6937,2
2008,ILLINOIS,WOODFORD,JOHN MCCAIN,12191,1
2008,KENTUCKY,WOODFORD,JOHN MCCAIN,7130,2
2012,ILLINOIS,WOODFORD,MITT ROMNEY,12961,1
2012,KENTUCKY,WOODFORD,MITT ROMNEY,7219,2
2016,ILLINOIS,WOODFORD,DONALD TRUMP,13207,1
2016,KENTUCKY,WOODFORD,DONALD TRUMP,7697,2
2020,ILLINOIS,WOODFORD,DONALD J TRUMP,14799,1
2020,KENTUCKY,WOODFORD,DONALD J TRUMP,8362,2
2000,ARKANSAS,WOODRUFF,AL GORE,1699,1
2000,ARKANSAS,WOODRUFF,GEORGE W. BUSH,898,2
2004,ARKANSAS,WOODRUFF,JOHN KERRY,1972,1
2004,ARKANSAS,WOODRUFF,GEORGE W. BUSH,1021,2
2008,ARKANSAS,WOODRUFF,BARACK OBAMA,1412,1
2008,ARKANSAS,WOODRUFF,JOHN MCCAIN,1206,2
2012,ARKANSAS,WOODRUFF,BARACK OBAMA,1340,1
2012,ARKANSAS,WOODRUFF,MITT ROMNEY,1227,2
2016,ARKANSAS,WOODRUFF,DONALD TRUMP,1347,1
2016,ARKANSAS,WOODRUFF,HILLARY CLINTON,1118,2
2020,ARKANSAS,WOODRUFF,DONALD J TRUMP,771,1
2020,ARKANSAS,WOODRUFF,DONALD J TRUMP,726,2
2000,OKLAHOMA,WOODS,GEORGE W. BUSH,2774,1
2000,OKLAHOMA,WOODS,AL GORE,1235,2
2004,OKLAHOMA,WOODS,GEORGE W. BUSH,3166,1
2004,OKLAHOMA,WOODS,JOHN KERRY,932,2
2008,OKLAHOMA,WOODS,JOHN MCCAIN,3043,1
2008,OKLAHOMA,WOODS,BARACK OBAMA,873,2
2012,OKLAHOMA,WOODS,MITT ROMNEY,2727,1
2012,OKLAHOMA,WOODS,BARACK OBAMA,671,2
2016,OKLAHOMA,WOODS,DONALD TRUMP,2947,1
2016,OKLAHOMA,WOODS,HILLARY CLINTON,522,2
2020,OKLAHOMA,WOODS,DONALD J TRUMP,1878,1
2020,OKLAHOMA,WOODS,DONALD J TRUMP,959,2
2000,KANSAS,WOODSON,GEORGE W. BUSH,974,1
2000,KANSAS,WOODSON,AL GORE,521,2
2004,KANSAS,WOODSON,GEORGE W. BUSH,1204,1
2004,KANSAS,WOODSON,JOHN KERRY,530,2
2008,KANSAS,WOODSON,JOHN MCCAIN,1055,1
2008,KANSAS,WOODSON,BARACK OBAMA,512,2
2012,KANSAS,WOODSON,MITT ROMNEY,1035,1
2012,KANSAS,WOODSON,BARACK OBAMA,380,2
2016,KANSAS,WOODSON,DONALD TRUMP,1082,1
2016,KANSAS,WOODSON,HILLARY CLINTON,273,2
2020,KANSAS,WOODSON,DONALD J TRUMP,1228,1
2020,KANSAS,WOODSON,JOSEPH R BIDEN JR,294,2
2000,OKLAHOMA,WOODWARD,GEORGE W. BUSH,5067,1
2000,OKLAHOMA,WOODWARD,AL GORE,1950,2
2004,OKLAHOMA,WOODWARD,GEORGE W. BUSH,6193,1
2004,OKLAHOMA,WOODWARD,JOHN KERRY,1458,2
2008,OKLAHOMA,WOODWARD,JOHN MCCAIN,6404,1
2008,OKLAHOMA,WOODWARD,BARACK OBAMA,1350,2
2012,OKLAHOMA,WOODWARD,MITT ROMNEY,5945,1
2012,OKLAHOMA,WOODWARD,BARACK OBAMA,1133,2
2016,OKLAHOMA,WOODWARD,DONALD TRUMP,6347,1
2016,OKLAHOMA,WOODWARD,HILLARY CLINTON,873,2
2020,OKLAHOMA,WOODWARD,DONALD J TRUMP,4449,1
2020,OKLAHOMA,WOODWARD,DONALD J TRUMP,1827,2
2000,MASSACHUSETTS,WORCESTER,AL GORE,173769,1
2000,MASSACHUSETTS,WORCESTER,GEORGE W. BUSH,114139,2
2004,MASSACHUSETTS,WORCESTER,JOHN KERRY,192142,1
2004,MASSACHUSETTS,WORCESTER,GEORGE W. BUSH,144094,2
2008,MASSACHUSETTS,WORCESTER,BARACK OBAMA,202107,1
2008,MASSACHUSETTS,WORCESTER,JOHN MCCAIN,152106,2
2012,MASSACHUSETTS,WORCESTER,BARACK OBAMA,198244,1
2012,MASSACHUSETTS,WORCESTER,MITT ROMNEY,163390,2
2016,MASSACHUSETTS,WORCESTER,HILLARY CLINTON,198778,1
2016,MASSACHUSETTS,WORCESTER,DONALD TRUMP,157682,2
2020,MASSACHUSETTS,WORCESTER,JOSEPH R BIDEN JR,248773,1
2020,MASSACHUSETTS,WORCESTER,DONALD J TRUMP,171683,2
2000,GEORGIA,WORTH,GEORGE W. BUSH,3792,1
2000,GEORGIA,WORTH,AL GORE,2214,2
2004,GEORGIA,WORTH,GEORGE W. BUSH,5105,1
2004,IOWA,WORTH,JOHN KERRY,2286,2
2008,GEORGIA,WORTH,JOHN MCCAIN,5780,1
2008,IOWA,WORTH,BARACK OBAMA,2567,2
2012,GEORGIA,WORTH,MITT ROMNEY,5869,1
2012,GEORGIA,WORTH,BARACK OBAMA,2487,2
2016,GEORGIA,WORTH,DONALD TRUMP,6152,1
2016,IOWA,WORTH,DONALD TRUMP,2453,2
2020,GEORGIA,WORTH,DONALD J TRUMP,3285,1
2020,GEORGIA,WORTH,DONALD J TRUMP,2779,2
2000,MINNESOTA,WRIGHT,GEORGE W. BUSH,23861,1
2000,MINNESOTA,WRIGHT,AL GORE,16762,2
2004,MINNESOTA,WRIGHT,GEORGE W. BUSH,36176,1
2004,MINNESOTA,WRIGHT,JOHN KERRY,22618,2
2008,MINNESOTA,WRIGHT,JOHN MCCAIN,37779,1
2008,MINNESOTA,WRIGHT,BARACK OBAMA,26343,2
2012,MINNESOTA,WRIGHT,MITT ROMNEY,40466,1
2012,MINNESOTA,WRIGHT,BARACK OBAMA,25741,2
2016,MINNESOTA,WRIGHT,DONALD TRUMP,43274,1
2016,MINNESOTA,WRIGHT,HILLARY CLINTON,20334,2
2020,MINNESOTA,WRIGHT,DONALD J TRUMP,51973,1
2020,MINNESOTA,WRIGHT,JOSEPH R BIDEN JR,28430,2
2000,OHIO,WYANDOT,GEORGE W. BUSH,6113,1
2000,OHIO,WYANDOT,AL GORE,3397,2
2004,OHIO,WYANDOT,GEORGE W. BUSH,7256,1
2004,OHIO,WYANDOT,JOHN KERRY,3707,2
2008,OHIO,WYANDOT,JOHN MCCAIN,6270,1
2008,OHIO,WYANDOT,BARACK OBAMA,4461,2
2012,OHIO,WYANDOT,MITT ROMNEY,6180,1
2012,OHIO,WYANDOT,BARACK OBAMA,4137,2
2016,OHIO,WYANDOT,DONALD TRUMP,7468,1
2016,OHIO,WYANDOT,HILLARY CLINTON,2515,2
2020,OHIO,WYANDOT,DONALD J TRUMP,8462,1
2020,OHIO,WYANDOT,JOSEPH R BIDEN JR,2733,2
2000,KANSAS,WYANDOTTE,AL GORE,32411,1
2000,KANSAS,WYANDOTTE,GEORGE W. BUSH,14024,2
2004,KANSAS,WYANDOTTE,JOHN KERRY,34923,1
2004,KANSAS,WYANDOTTE,GEORGE W. BUSH,17919,2
2008,KANSAS,WYANDOTTE,BARACK OBAMA,39865,1
2008,KANSAS,WYANDOTTE,JOHN MCCAIN,16506,2
2012,KANSAS,WYANDOTTE,BARACK OBAMA,34302,1
2012,KANSAS,WYANDOTTE,MITT ROMNEY,15496,2
2016,KANSAS,WYANDOTTE,HILLARY CLINTON,30146,1
2016,KANSAS,WYANDOTTE,DONALD TRUMP,15806,2
2020,KANSAS,WYANDOTTE,JOSEPH R BIDEN JR,36788,1
2020,KANSAS,WYANDOTTE,DONALD J TRUMP,18934,2
2000,NEW YORK,WYOMING,GEORGE W. BUSH,10809,1
2000,PENNSYLVANIA,WYOMING,GEORGE W. BUSH,6922,2
2004,NEW YORK,WYOMING,GEORGE W. BUSH,11185,1
2004,PENNSYLVANIA,WYOMING,GEORGE W. BUSH,7782,2
2008,NEW YORK,WYOMING,JOHN MCCAIN,10998,1
2008,PENNSYLVANIA,WYOMING,JOHN MCCAIN,6983,2
2012,NEW YORK,WYOMING,MITT ROMNEY,9248,1
2012,PENNSYLVANIA,WYOMING,MITT ROMNEY,6587,2
2016,NEW YORK,WYOMING,DONALD TRUMP,12442,1
2016,PENNSYLVANIA,WYOMING,DONALD TRUMP,8837,2
2020,NEW YORK,WYOMING,DONALD J TRUMP,13898,1
2020,PENNSYLVANIA,WYOMING,DONALD J TRUMP,9936,2
2000,VIRGINIA,WYTHE,GEORGE W. BUSH,6539,1
2000,VIRGINIA,WYTHE,AL GORE,3462,2
2004,VIRGINIA,WYTHE,GEORGE W. BUSH,7911,1
2004,VIRGINIA,WYTHE,JOHN KERRY,3581,2
2008,VIRGINIA,WYTHE,JOHN MCCAIN,8207,1
2008,VIRGINIA,WYTHE,BARACK OBAMA,4107,2
2012,VIRGINIA,WYTHE,MITT ROMNEY,8324,1
2012,VIRGINIA,WYTHE,BARACK OBAMA,3783,2
2016,VIRGINIA,WYTHE,DONALD TRUMP,10046,1
2016,VIRGINIA,WYTHE,HILLARY CLINTON,2770,2
2020,VIRGINIA,WYTHE,DONALD J TRUMP,7751,1
2020,VIRGINIA,WYTHE,DONALD J TRUMP,3982,2
2000,NORTH CAROLINA,YADKIN,GEORGE W. BUSH,10435,1
2000,NORTH CAROLINA,YADKIN,AL GORE,3127,2
2004,NORTH CAROLINA,YADKIN,GEORGE W. BUSH,11816,1
2004,NORTH CAROLINA,YADKIN,JOHN KERRY,3451,2
2008,NORTH CAROLINA,YADKIN,JOHN MCCAIN,12409,1
2008,NORTH CAROLINA,YADKIN,BARACK OBAMA,4527,2
2012,NORTH CAROLINA,YADKIN,MITT ROMNEY,12578,1
2012,NORTH CAROLINA,YADKIN,BARACK OBAMA,3957,2
2016,NORTH CAROLINA,YADKIN,DONALD TRUMP,13880,1
2016,NORTH CAROLINA,YADKIN,HILLARY CLINTON,3160,2
2020,NORTH CAROLINA,YADKIN,DONALD J TRUMP,9332,1
2020,NORTH CAROLINA,YADKIN,DONALD J TRUMP,5410,2
2000,WASHINGTON,YAKIMA,GEORGE W. BUSH,39494,1
2000,WASHINGTON,YAKIMA,AL GORE,25546,2
2004,WASHINGTON,YAKIMA,GEORGE W. BUSH,43352,1
2004,WASHINGTON,YAKIMA,JOHN KERRY,28474,2
2008,WASHINGTON,YAKIMA,JOHN MCCAIN,41946,1
2008,WASHINGTON,YAKIMA,BARACK OBAMA,33792,2
2012,WASHINGTON,YAKIMA,MITT ROMNEY,42239,1
2012,WASHINGTON,YAKIMA,BARACK OBAMA,33217,2
2016,WASHINGTON,YAKIMA,DONALD TRUMP,41735,1
2016,WASHINGTON,YAKIMA,HILLARY CLINTON,31291,2
2020,WASHINGTON,YAKIMA,DONALD J TRUMP,50555,1
2020,WASHINGTON,YAKIMA,JOSEPH R BIDEN JR,43179,2
2000,MISSISSIPPI,YALOBUSHA,AL GORE,2674,1
2000,MISSISSIPPI,YALOBUSHA,GEORGE W. BUSH,2470,2
2004,MISSISSIPPI,YALOBUSHA,GEORGE W. BUSH,3278,1
2004,MISSISSIPPI,YALOBUSHA,JOHN KERRY,2656,2
2008,MISSISSIPPI,YALOBUSHA,JOHN MCCAIN,3628,1
